,code_agb,groupe_aliment,sous_groupe_aliment,nom_produit,lci_name,code_saison,code_avion,kg_CO2_eq,Pt_utilisation_sol_eq,m3_consommation_eau_eq,mol_acidification_kg_eq,groupe_aliment_color
2130,28925,"viandes, œufs, poissons",charcuteries,"Jambon cuit, de Paris, découenné dégraissé","Cooked ham, Parisian-style, rind less and fatless",2,0,6.92,342.0,5.22,0.13,#E74C3C
2131,28803,"viandes, œufs, poissons",charcuteries,"Jambon cuit, fumé","Cooked ham, smoked",2,0,6.92,342.0,5.22,0.13,#E74C3C
2132,28900,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur","Cooked ham, superior quality",2,0,6.92,342.0,5.22,0.13,#E74C3C
2133,28907,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur, à teneur réduite en sel","Cooked ham, superior quality, reduced salt",2,0,6.92,342.0,5.22,0.13,#E74C3C
2134,28901,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur, avec couenne","Cooked ham, superior quality, with rind",2,0,6.92,342.0,5.22,0.13,#E74C3C
2135,28902,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur, découenné","Cooked ham, superior quality, rind less",2,0,6.92,342.0,5.22,0.13,#E74C3C
2136,28906,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur, découenné dégraissé","Cooked ham, superior quality, rind less and fatless",2,0,6.92,342.0,5.22,0.13,#E74C3C
2137,28811,"viandes, œufs, poissons",charcuteries,Jambon de Bayonne,"Bayonne Cured ham, raw, smoked",2,0,13.9,715.0,9.83,0.262,#E74C3C
2138,28964,"viandes, œufs, poissons",charcuteries,Jambon de dinde ou Blanc de dinde en tranche,"Turkey cooked ham, in slices",2,0,6.82,305.0,6.82,0.105,#E74C3C
2139,28700,"viandes, œufs, poissons",charcuteries,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake",2,0,6.92,342.0,5.22,0.13,#E74C3C
2140,28963,"viandes, œufs, poissons",charcuteries,Jambon de poulet ou Blanc de poulet en tranche,"Chicken cooked ham, in slices",2,0,6.82,305.0,6.82,0.105,#E74C3C
2141,8395,"viandes, œufs, poissons",charcuteries,Jambon en croûte,"Ham, in a pastry crusty",2,0,8.55,476.0,6.17,0.149,#E74C3C
2142,28812,"viandes, œufs, poissons",charcuteries,Jambon sec,Dry-cured ham,2,0,17.5,894.0,12.3,0.328,#E74C3C
2143,28844,"viandes, œufs, poissons",charcuteries,Jambon sec de Parme,Parma dry-cured ham,2,0,17.5,894.0,12.3,0.328,#E74C3C
2144,28845,"viandes, œufs, poissons",charcuteries,Jambon sec Serrano,Serrano dry-cured ham,2,0,17.5,894.0,12.3,0.328,#E74C3C
2145,28802,"viandes, œufs, poissons",charcuteries,"Jambon sec, découenné, dégraissé","Dry-cured ham, fat and rind removed",2,0,17.5,894.0,12.3,0.328,#E74C3C
2146,28960,"viandes, œufs, poissons",charcuteries,"Jambonneau, cuit","Knuckle of ham, cooked",2,0,8.74,428.0,6.53,0.163,#E74C3C
2147,26240,"viandes, œufs, poissons",poissons crus,"Joëls (petits poissons entiers) pour friture, crus","Big-scale sand smelt (whole small fish), to fry, raw",2,0,1.51,6.5,0.215,0.0163,#E74C3C
2148,26130,"viandes, œufs, poissons",poissons crus,"Julienne ou Lingue, crue","Ling, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2149,26234,"viandes, œufs, poissons",poissons cuits,"Julienne ou Lingue, cuite","Ling, cooked",2,0,13.2,30.8,0.539,0.397,#E74C3C
2150,10024,"viandes, œufs, poissons",mollusques et crustacés crus,"Langoustine, crue","Norway lobster, raw",2,0,24.2,74.1,3.05,0.342,#E74C3C
2151,40202,"viandes, œufs, poissons",viandes crues,"Langue, boeuf, crue","Tongue, beef, raw",2,0,21.5,1520.0,4.38,0.3,#E74C3C
2152,40203,"viandes, œufs, poissons",viandes cuites,"Langue, boeuf, cuite","Tongue, beef, cooked",2,0,29.5,2090.0,6.05,0.411,#E74C3C
2153,40205,"viandes, œufs, poissons",viandes crues,"Langue, porc, crue","Tongue, pork, raw",2,0,2.05,86.9,1.35,0.0336,#E74C3C
2154,40204,"viandes, œufs, poissons",viandes crues,"Langue, veau, crue","Tongue, calf, raw",2,0,17.7,1180.0,4.99,0.178,#E74C3C
2155,40201,"viandes, œufs, poissons",viandes cuites,"Langue, veau, cuite","Tongue, calf, cooked",2,0,24.4,1620.0,6.88,0.245,#E74C3C
2156,34003,"viandes, œufs, poissons",viandes crues,"Lapin de garenne, viande, crue","Rabbit, wild, meat, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2157,34004,"viandes, œufs, poissons",viandes cuites,"Lapin de garenne, viande, cuite","Rabbit, wild, meat, cooked",2,0,9.32,404.0,9.13,0.14,#E74C3C
2158,34000,"viandes, œufs, poissons",viandes cuites,"Lapin, viande braisée","Rabbit, meat, braised",2,0,9.32,404.0,9.13,0.14,#E74C3C
2159,34001,"viandes, œufs, poissons",viandes crues,"Lapin, viande crue","Rabbit, meat, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2160,34002,"viandes, œufs, poissons",viandes cuites,"Lapin, viande cuite","Rabbit, meat, cooked",2,0,9.32,404.0,9.13,0.14,#E74C3C
2161,28720,"viandes, œufs, poissons",charcuteries,"Lardon fumé, cru","Smoked lardoons, raw",2,0,6.22,323.0,4.48,0.122,#E74C3C
2162,28725,"viandes, œufs, poissons",charcuteries,"Lardon fumé, cuit","Smoked lardoons, cooked",2,0,7.95,409.0,5.69,0.154,#E74C3C
2163,28501,"viandes, œufs, poissons",charcuteries,"Lardon nature, cru","Lardoons, raw",2,0,6.22,323.0,4.48,0.122,#E74C3C
2164,28504,"viandes, œufs, poissons",charcuteries,"Lardon nature, cuit","Lardoons, cooked",2,0,7.95,409.0,5.69,0.154,#E74C3C
2165,26129,"viandes, œufs, poissons",poissons crus,"Lieu jaune ou colin, cru","Pollack, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2166,26134,"viandes, œufs, poissons",poissons crus,"Lieu noir, cru","Saithe, raw",2,0,5.86,14.3,0.306,0.162,#E74C3C
2167,26015,"viandes, œufs, poissons",poissons cuits,"Lieu noir, cuit","Saithe, cooked",2,0,7.13,18.2,0.333,0.198,#E74C3C
2168,26047,"viandes, œufs, poissons",poissons crus,"Lieu noir, surgelé, cru","Saithe, frozen, raw",2,0,4.34,12.5,0.702,0.104,#E74C3C
2169,26006,"viandes, œufs, poissons",poissons crus,"Lieu ou colin d'Alaska, cru","Alaska pollock, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2170,26152,"viandes, œufs, poissons",poissons cuits,"Lieu ou colin d'Alaska, fumé","Alaska pollock, smoked",2,0,10.7,25.0,0.52,0.325,#E74C3C
2171,26057,"viandes, œufs, poissons",poissons crus,"Limande, crue","Common dab, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2172,26135,"viandes, œufs, poissons",poissons crus,"Limande-sole, crue","Lemon sole, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2173,26017,"viandes, œufs, poissons",poissons cuits,"Limande-sole, cuite à la vapeur","Lemon sole, steamed",2,0,13.2,30.8,0.539,0.397,#E74C3C
2174,26016,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Limande-sole, panée, frite","Lemon sole, breaded, fried",2,0,13.3,33.7,0.596,0.397,#E74C3C
2175,26194,"viandes, œufs, poissons",poissons crus,"Lingue bleue ou Lingue, crue","Blue ling, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2176,26018,"viandes, œufs, poissons",poissons crus,"Lotte ou baudroie, crue","Anglerfish, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2177,26081,"viandes, œufs, poissons",poissons cuits,"Lotte ou baudroie, grillée/poêlée","Anglerfish, grilled",2,0,13.2,30.8,0.539,0.397,#E74C3C
2178,26172,"viandes, œufs, poissons",poissons crus,"Loup tacheté, cru",Spotted wolffish,2,0,10.8,24.7,0.475,0.325,#E74C3C
2179,26102,"viandes, œufs, poissons",poissons crus,"Maquereau espagnol ou maquereau blanc ou billard, cru","Atlantic chub mackerel, raw",2,0,2.25,7.82,0.233,0.0401,#E74C3C
2180,26123,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, au naturel, appertisé, égoutté","Mackerel, canned in brine, drained",2,0,8.47,24.5,0.894,0.106,#E74C3C
2181,26051,"viandes, œufs, poissons",poissons crus,"Maquereau, cru","Mackerel, raw",2,0,2.25,7.82,0.233,0.0401,#E74C3C
2182,26097,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, filet au vin blanc, appertisé, égoutté","Mackerel, fillet, in white wine, canned, drained",2,0,8.47,24.5,0.894,0.106,#E74C3C
2183,26096,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, filet sauce moutarde, appertisé, égoutté","Mackerel, fillet, in mustard sauce, canned, drained",2,0,8.47,24.5,0.894,0.106,#E74C3C
2184,26086,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, filet sauce tomate, appertisé, égoutté","Mackerel, fillet, in tomato sauce, canned, drained",2,0,8.47,24.5,0.894,0.106,#E74C3C
2185,26020,"viandes, œufs, poissons",poissons cuits,"Maquereau, frit","Mackerel, fried",2,0,2.75,13.2,0.221,0.049,#E74C3C
2186,26087,"viandes, œufs, poissons",poissons cuits,"Maquereau, fumé","Mackerel, smoked",2,0,2.13,8.09,0.279,0.0399,#E74C3C
2187,26186,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, mariné","Mackerel, marinated",2,0,2.25,7.82,0.233,0.0401,#E74C3C
2188,26019,"viandes, œufs, poissons",poissons cuits,"Maquereau, rôti/cuit au four","Mackerel, roasted/baked",2,0,2.72,10.2,0.244,0.0492,#E74C3C
2189,30156,"viandes, œufs, poissons",charcuteries,"Merguez, boeuf et mouton, crue","Merguez sausage, beef and mutton, raw",2,0,38.5,3470.0,9.8,0.616,#E74C3C
2190,30155,"viandes, œufs, poissons",charcuteries,"Merguez, boeuf et mouton, cuite","Merguez sausage, beef and mutton, cooked",2,0,38.5,3470.0,9.84,0.617,#E74C3C
2191,30154,"viandes, œufs, poissons",charcuteries,"Merguez, bœuf, mouton et porc, crue","Merguez sausage, beef, mutton and pork, raw",2,0,31.4,2570.0,8.74,0.492,#E74C3C
2192,30150,"viandes, œufs, poissons",charcuteries,"Merguez, crue","Merguez sausage, raw",2,0,24.3,1650.0,7.66,0.365,#E74C3C
2193,30153,"viandes, œufs, poissons",charcuteries,"Merguez, porc et bœuf, crue","Merguez sausage, pork and beef, raw",2,0,24.3,1650.0,7.66,0.365,#E74C3C
2194,30152,"viandes, œufs, poissons",charcuteries,"Merguez, pur bœuf, crue","Merguez sausage, pure beef, raw",2,0,29.6,2110.0,6.35,0.418,#E74C3C
2195,26095,"viandes, œufs, poissons",poissons crus,"Merlan, cru","Whiting, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2196,26022,"viandes, œufs, poissons",poissons cuits,"Merlan, cuit à la vapeur","Whiting, steamed",2,0,13.2,30.8,0.539,0.397,#E74C3C
2197,26021,"viandes, œufs, poissons",poissons cuits,"Merlan, frit","Whiting, fried",2,0,13.2,33.8,0.516,0.397,#E74C3C
2198,26124,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Merlan, pané","Whiting, breaded",2,0,13.3,30.7,0.619,0.397,#E74C3C
2199,26233,"viandes, œufs, poissons",poissons crus,"Merlu blanc du Cap, surgelé, cru","Shallow-water Cape hake, raw",2,0,6.76,17.5,0.4,0.189,#E74C3C
2200,26044,"viandes, œufs, poissons",poissons crus,"Merlu, cru","European hake, raw",2,0,6.76,16.5,0.328,0.189,#E74C3C
2201,26120,"viandes, œufs, poissons",poissons cuits,"Merlu, cuit à l'étouffée","European hake, braised",2,0,8.24,20.8,0.36,0.231,#E74C3C
2202,26048,"viandes, œufs, poissons",poissons crus,"Merlu, filet, surgelé, cru","Hake, fillet, frozen, raw",2,0,7.27,19.5,0.773,0.192,#E74C3C
2203,26178,"viandes, œufs, poissons",poissons crus,"Mérou, cru","Grouper, raw",2,0,4.24,14.2,0.552,0.0954,#E74C3C
2204,26242,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Miettes de thon à la tomate, appertisées","Tuna, flaked, in tomato sauce, canned, drained",2,0,4.9,14.5,0.743,0.117,#E74C3C
2205,26245,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Miettes de thon à l'huile, appertisées","Tuna, flaked, in oil, canned, drained",2,0,6.08,58.8,3.24,0.121,#E74C3C
2206,30789,"viandes, œufs, poissons",charcuteries,Mortadelle,Mortadella,2,0,8.96,470.0,6.58,0.164,#E74C3C
2207,30797,"viandes, œufs, poissons",charcuteries,Mortadelle pistachée pur porc,"Mortadella with pistachios, pure pork",2,0,8.96,470.0,6.58,0.164,#E74C3C
2208,30791,"viandes, œufs, poissons",charcuteries,"Mortadelle, porc et boeuf",Pork and beef mortadella,2,0,8.96,470.0,6.58,0.164,#E74C3C
2209,30790,"viandes, œufs, poissons",charcuteries,"Mortadelle, pur porc","Mortadella, pure pork",2,0,8.96,470.0,6.58,0.164,#E74C3C
2210,26024,"viandes, œufs, poissons",poissons cuits,"Morue, salée, bouillie/cuite à l'eau","Cod, salted, boiled/cooked in water",2,0,13.2,30.8,0.539,0.397,#E74C3C
2211,26098,"viandes, œufs, poissons",poissons crus,"Morue, salée, sèche","Cod, salted, dried",2,0,10.8,24.7,0.475,0.325,#E74C3C
2212,10014,"viandes, œufs, poissons",mollusques et crustacés crus,"Moule commune, crue","Mussel, common, raw",2,0,4.94,245.0,1.09,0.0262,#E74C3C
2213,10026,"viandes, œufs, poissons",mollusques et crustacés crus,"Moule de Méditerranée, crue","Mediterranean mussel, raw",2,0,4.94,245.0,1.09,0.0262,#E74C3C
2214,10028,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Moule, appertisée, égouttée","Mussel, canned, drained",2,0,5.38,302.0,1.94,0.0402,#E74C3C
2215,10013,"viandes, œufs, poissons",mollusques et crustacés cuits,"Moule, bouillie/cuite à l'eau","Mussel, boiled/cooked in water",2,0,6.66,300.0,1.4,0.0333,#E74C3C
2216,10081,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée","Mussels, in Catalan-style sauce or marinade (tomatoes), canned, drained",2,0,3.68,289.0,1.24,0.0289,#E74C3C
2217,8315,"viandes, œufs, poissons",charcuteries,Mousse de canard,Duck mousse,2,0,6.56,310.0,5.97,0.108,#E74C3C
2218,8313,"viandes, œufs, poissons",charcuteries,Mousse de foie de porc,Pork liver mousse,2,0,5.38,281.0,4.28,0.0988,#E74C3C
2219,8312,"viandes, œufs, poissons",charcuteries,Mousse de foie de porc supérieure ou Crème de foie,"Pork liver mousse, superior quality",2,0,5.38,281.0,4.28,0.0988,#E74C3C
2220,21003,"viandes, œufs, poissons",viandes crues,"Mouton, épaule, crue","Mutton, shoulder, raw",2,0,32.1,3500.0,9.82,0.578,#E74C3C
2221,21006,"viandes, œufs, poissons",viandes crues,"Mouton, gigot, cru","Mutton, leg, raw",2,0,40.2,4370.0,12.3,0.722,#E74C3C
2222,21004,"viandes, œufs, poissons",viandes crues,"Mouton, pied, cru","Sheep, foot, raw",2,0,26.4,2840.0,8.05,0.469,#E74C3C
2223,21005,"viandes, œufs, poissons",viandes crues,"Mouton, tête, crue","Sheep, head, raw",2,0,26.4,2840.0,8.05,0.469,#E74C3C
2224,21001,"viandes, œufs, poissons",viandes crues,"Mouton, viande, crue","Mutton, meat, raw",2,0,32.1,3500.0,9.82,0.578,#E74C3C
2225,26091,"viandes, œufs, poissons",poissons crus,"Mulet, cru","Mullet, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2226,26026,"viandes, œufs, poissons",poissons cuits,"Mulet, rôti/cuit au four","Mullet, roasted/baked",2,0,13.2,30.8,0.539,0.397,#E74C3C
2227,25610,"viandes, œufs, poissons",charcuteries,Museau de boeuf en vinaigrette,Ox muzzle in salad dressing sauce,2,0,21.7,1540.0,4.43,0.303,#E74C3C
2228,8406,"viandes, œufs, poissons",charcuteries,Museau de porc vinaigrette,Pork snout in salad dressing sauce,2,0,2.16,88.3,1.4,0.0344,#E74C3C
2229,22060,"viandes, œufs, poissons",œufs,"Oeuf de cane, cru","Duck egg, raw",2,0,3.17,211.0,4.37,0.0836,#E74C3C
2230,22080,"viandes, œufs, poissons",œufs,"Oeuf de dinde, cru","Turkey egg, raw",2,0,2.78,187.0,3.88,0.0743,#E74C3C
2231,22070,"viandes, œufs, poissons",œufs,"Oeuf d'oie, cru","Goose egg, raw",2,0,3.17,211.0,4.37,0.0836,#E74C3C
2232,22014,"viandes, œufs, poissons",œufs,"Oeuf, à la coque","Egg, soft-boiled",2,0,3.8,217.0,4.77,0.0874,#E74C3C
2233,22505,"viandes, œufs, poissons",œufs,"Oeuf, au plat, sans matière grasse","Egg, fried without added fat",2,0,3.47,219.0,4.53,0.0868,#E74C3C
2234,22001,"viandes, œufs, poissons",œufs,"Oeuf, blanc (blanc d'oeuf), cru","Egg white, raw",2,0,3.51,233.0,4.85,0.0929,#E74C3C
2235,22008,"viandes, œufs, poissons",œufs,"Oeuf, blanc (blanc d'oeuf), cuit","Egg white, cooked",2,0,3.82,243.0,5.02,0.0963,#E74C3C
2236,22004,"viandes, œufs, poissons",œufs,"Oeuf, blanc (blanc d'oeuf), en poudre","Egg white, powder",2,0,4.02,187.0,3.88,0.0759,#E74C3C
2237,22502,"viandes, œufs, poissons",œufs,"Oeuf, brouillé, avec matière grasse","Egg, scrambled, with added fat",2,0,4.52,281.0,4.96,0.1,#E74C3C
2238,22000,"viandes, œufs, poissons",œufs,"Oeuf, cru","Egg, raw",2,0,3.17,211.0,4.37,0.0836,#E74C3C
2239,22010,"viandes, œufs, poissons",œufs,"Oeuf, dur","Egg, hard-boiled",2,0,3.65,212.0,4.72,0.0867,#E74C3C
2240,22013,"viandes, œufs, poissons",œufs,"Oeuf, en poudre","Egg, powder",2,0,5.1,234.0,4.85,0.095,#E74C3C
2241,22002,"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), cru","Egg yolk, raw",2,0,3.51,233.0,4.85,0.0929,#E74C3C
2242,22009,"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), cuit","Egg yolk, cooked",2,0,3.82,243.0,5.02,0.0963,#E74C3C
2243,22003,"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), en poudre","Egg yolk, powder",2,0,4.02,187.0,3.88,0.0759,#E74C3C
2244,22011,"viandes, œufs, poissons",œufs,"Oeuf, poché","Egg, poached",2,0,3.8,217.0,4.77,0.0874,#E74C3C
2245,36500,"viandes, œufs, poissons",viandes crues,"Oie, viande crue","Goose, meat, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2246,36501,"viandes, œufs, poissons",viandes crues,"Oie, viande et peau, crue","Goose, meat and skin, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2247,36503,"viandes, œufs, poissons",viandes cuites,"Oie, viande et peau, rôtie/cuite au four","Goose, meat and skin, roasted/baked",2,0,9.32,404.0,9.13,0.14,#E74C3C
2248,36502,"viandes, œufs, poissons",viandes cuites,"Oie, viande, rôtie/cuite au four","Goose, meat, roasted/baked",2,0,9.32,404.0,9.13,0.14,#E74C3C
2249,26171,"viandes, œufs, poissons",poissons crus,"Omble chevalier, cru","Arctic char, raw",2,0,5.13,107.0,274.0,0.0337,#E74C3C
2250,22506,"viandes, œufs, poissons",œufs,Omelette au fromage,"Omelette, with cheese",2,0,4.01,227.0,3.99,0.0786,#E74C3C
2251,22508,"viandes, œufs, poissons",œufs,Omelette aux champignons,"Omelette, with mushrooms",2,0,4.6,168.0,19.3,0.0641,#E74C3C
2252,22509,"viandes, œufs, poissons",œufs,Omelette aux fines herbes,"Omelette, with herbs",2,0,3.38,200.0,4.43,0.0818,#E74C3C
2253,22507,"viandes, œufs, poissons",œufs,Omelette aux lardons,"Omelette, with lardoons",2,0,4.6,258.0,4.79,0.102,#E74C3C
2254,28530,"viandes, œufs, poissons",charcuteries,Oreille de porc demi-sel,Pork ear sat-cured,2,0,2.55,111.0,1.81,0.0427,#E74C3C
2255,26166,"viandes, œufs, poissons",poissons crus,"Orphie commune, crue","Garfish, raw",2,0,1.93,7.24,0.234,0.0303,#E74C3C
2256,28858,"viandes, œufs, poissons",charcuteries,Pancetta ou Poitrine roulée sèche,"Pancetta, dried",2,0,17.5,894.0,12.3,0.328,#E74C3C
2257,27018,"viandes, œufs, poissons",poissons cuits,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit","Pangasius, filets, cooked",2,0,16.9,246.0,477.0,0.0879,#E74C3C
2258,27017,"viandes, œufs, poissons",poissons crus,"Pangasius ou Poisson-chat, cru","Brown bullhead, raw",2,0,12.6,237.0,2.77,0.0658,#E74C3C
2259,8201,"viandes, œufs, poissons",charcuteries,Pâté au poivre vert,Pâté w green pepper,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2260,8214,"viandes, œufs, poissons",charcuteries,Pâté breton,Breton pâté,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2261,8305,"viandes, œufs, poissons",charcuteries,Pâté de foie de porc,Pork liver pâté,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2262,8300,"viandes, œufs, poissons",charcuteries,"Pâté de foie de porc, supérieur","Pork liver pâté, superior quality",2,0,5.19,281.0,4.18,0.0984,#E74C3C
2263,8316,"viandes, œufs, poissons",charcuteries,Pâté de foie de volaille,Poultry liver pâté,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2264,8326,"viandes, œufs, poissons",charcuteries,Pâté de foie d'oie,Goose liver pâté,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2265,8245,"viandes, œufs, poissons",charcuteries,Pâté de gibier,Game pâté,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2266,8240,"viandes, œufs, poissons",charcuteries,Pâté de lapin,Rabbit pâté,2,0,5.85,286.0,5.3,0.1,#E74C3C
2267,8391,"viandes, œufs, poissons",charcuteries,Pâté en croûte,Pâté in crust,2,0,12.3,962.0,6.58,0.222,#E74C3C
2268,8250,"viandes, œufs, poissons",charcuteries,Pâté ou terrine aux champignons (forestier),Country-style pâté with mushrooms,2,0,3.14,108.0,13.7,0.0273,#E74C3C
2269,8211,"viandes, œufs, poissons",charcuteries,Pâté ou terrine de campagne,Country-style pâté or terrine,2,0,5.19,281.0,4.18,0.0984,#E74C3C
2270,10048,"viandes, œufs, poissons",mollusques et crustacés crus,"Pecten d'Amérique ou Peigne du canada, noix, crue","American or Canadian sea scallop, without coral, raw",2,0,9.65,32.3,0.556,0.186,#E74C3C
2271,27025,"viandes, œufs, poissons",poissons crus,"Perche du Nil, crue","Nile perch, raw",2,0,6.49,162.0,36.8,0.038,#E74C3C
2272,27010,"viandes, œufs, poissons",poissons crus,"Perche, crue","European perch, raw",2,0,5.13,107.0,274.0,0.0337,#E74C3C
2273,27005,"viandes, œufs, poissons",poissons cuits,"Perche, rôtie/cuite au four","European perch, roasted/baked",2,0,6.24,132.0,335.0,0.0414,#E74C3C
2274,10049,"viandes, œufs, poissons",mollusques et crustacés crus,"Pétoncle ou Peigne du Pérou, noix, crue","Peru sea scallop, without coral, raw",2,0,9.65,32.3,0.556,0.186,#E74C3C
2275,28540,"viandes, œufs, poissons",charcuteries,Pied de porc demi-sel,Pork trotters salt-cured,2,0,3.26,138.0,2.26,0.0533,#E74C3C
2276,36602,"viandes, œufs, poissons",viandes cuites,"Pigeon, viande, rôtie/cuite au four","Pigeon, meat, roasted/baked",2,0,9.32,404.0,9.13,0.14,#E74C3C
2277,26027,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Pilchard, sauce tomate, appertisé, égoutté","Pilchard, in tomato sauce, canned, drained",2,0,6.05,390.0,13.5,0.0822,#E74C3C
2278,36700,"viandes, œufs, poissons",viandes crues,"Pintade, crue","Guinea fowl, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2279,36703,"viandes, œufs, poissons",viandes crues,"Pintade, cuisse, crue","Guinea fowl, leg, raw",2,0,6.97,305.0,6.87,0.106,#E74C3C
2280,36702,"viandes, œufs, poissons",viandes crues,"Pintade, poitrine, crue","Guinea fowl, breast, raw",2,0,6.82,305.0,6.82,0.105,#E74C3C
2281,26055,"viandes, œufs, poissons",poissons crus,"Plie commune, crue","European plaice, raw",2,0,10.8,24.7,0.475,0.325,#E74C3C
2282,26030,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson pané, frit","Fish, breaded, fried",2,0,8.32,51.4,0.934,0.239,#E74C3C
2283,26029,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson pané, surgelé, cru","Fish, breaded, frozen, raw",2,0,8.45,51.1,1.26,0.231,#E74C3C
2284,26028,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson, croquette ou beignet ou nuggets, frit","Fish, croquette, fritter or nuggets, fried",2,0,7.83,52.1,0.845,0.222,#E74C3C
2285,28550,"viandes, œufs, poissons",charcuteries,Poitrine de porc demi-sel,Pork belly salt-cured,2,0,7.95,409.0,5.69,0.154,#E74C3C
2286,28502,"viandes, œufs, poissons",charcuteries,"Poitrine de porc, fumée, crue","Pork belly, smoked, raw",2,0,6.12,324.0,4.53,0.122,#E74C3C
2287,28470,"viandes, œufs, poissons",viandes crues,"Porc, bardière découennée, crue","Pork, back fat, rindless, raw",2,0,1.69,68.0,1.06,0.0264,#E74C3C
2288,28104,"viandes, œufs, poissons",viandes crues,"Porc, carré, cru","Pork, rack, raw",2,0,10.2,562.0,7.62,0.194,#E74C3C
2289,28105,"viandes, œufs, poissons",viandes cuites,"Porc, carré, cuit","Pork, rack, cooked",2,0,13.0,710.0,9.66,0.245,#E74C3C
2290,28100,"viandes, œufs, poissons",viandes crues,"Porc, côte, crue","Pork, chop, raw",2,0,10.2,562.0,7.62,0.194,#E74C3C
2291,28101,"viandes, œufs, poissons",viandes cuites,"Porc, côte, grillée","Pork, chop, grilled",2,0,13.0,710.0,9.66,0.245,#E74C3C
2292,28302,"viandes, œufs, poissons",viandes crues,"Porc, échine, crue","Pork, loin, raw",2,0,10.1,562.0,7.6,0.194,#E74C3C
2293,28451,"viandes, œufs, poissons",viandes cuites,"Porc, échine, rôtie/cuite au four","Pork, loin, roasted/baked",2,0,12.9,710.0,9.65,0.245,#E74C3C
2294,28001,"viandes, œufs, poissons",viandes crues,"Porc, épaule, crue","Pork, shoulder, raw",2,0,8.13,449.0,6.09,0.155,#E74C3C
2295,28010,"viandes, œufs, poissons",viandes cuites,"Porc, épaule, cuite","Pork, shoulder, cooked",2,0,10.4,568.0,7.73,0.196,#E74C3C
2296,28460,"viandes, œufs, poissons",viandes crues,"Porc, escalope de jambon, crue","Pork, ham escalope, raw",2,0,10.1,562.0,7.6,0.194,#E74C3C
2297,28461,"viandes, œufs, poissons",viandes cuites,"Porc, escalope de jambon, cuite","Pork, ham escalope, cooked",2,0,12.9,710.0,9.65,0.245,#E74C3C
2298,28204,"viandes, œufs, poissons",viandes crues,"Porc, filet mignon, cru","Pork filet mignon, raw",2,0,10.1,562.0,7.6,0.194,#E74C3C
2299,28203,"viandes, œufs, poissons",viandes cuites,"Porc, filet mignon, cuit","Pork filet mignon, cooked",2,0,12.9,710.0,9.65,0.245,#E74C3C
2300,28201,"viandes, œufs, poissons",viandes crues,"Porc, filet, maigre, cru","Pork tenderloin, lean, raw",2,0,10.1,562.0,7.6,0.194,#E74C3C
